UIN,Incident.day,Incident.month,Incident.year,Victim.injury,State,Location,Shark.common.name,Shark.scientific.name,Latitude-Orig,Longitude-Orig,Adjusted,Site.category,AdjLat,AdjLong,Latitude,Longitude,Notes
1104,1,2,2019,uninjured,WA,,white shark,Carcharodon carcharias ,-33.6702,114.9951,No,coastal,,,-33.6702,114.9951,
1105,1,2,2019,uninjured,NSW,,,,-30.4520,152.8979,No,estuary/harbour,,,-30.4520,152.8979,
1106,1,2,2019,injured,NT,umbakumba - 12 km out to sea,whitetip reef shark,Triaenodon obesus  ,-13.8611,136.8116,No,ocean/pelagic,,,-13.8611,136.8116,
1107,17,2,2019,injured,NSW,"belongil beach, byron bay",white shark,Carcharodon carcharias ,-28.6337,153.6003,No,coastal,,,-28.6337,153.6003,
1108,1,3,2019,injured,QLD,"block reef, whitsundays",grey reef shark,Carcharhinus amblyrhynchos,-18.1560,147.4800,No,island open ocean,,,-18.1560,147.4800,
1109,1,4,2019,injured,NSW,tomaree,grey nurse shark,Carcharius taurus,-32.7501,152.1459,No,coastal,,,-32.7501,152.1459,
1110,1,5,2019,injured,QLD,yandaran,,,-24.7293,152.1010,No,coastal,,,-24.7293,152.1010,
1111,1,6,2019,uninjured,TAS,,white shark,Carcharodon carcharias ,-43.6523,146.2770,No,island open ocean,,,-43.6523,146.2770,
1112,1,6,2019,injured,NSW,lennox point,whaler shark,Carcharhinidae,-28.7999,153.5800,No,coastal,,,-28.7999,153.5800,
1113,1,7,2019,injured,QLD,"cape grenville, far north queensland",tiger shark,Galeocerdo cuvier ,-11.9667,143.2333,No,coastal,,,-11.9667,143.2333,
1114,1,7,2019,injured,NSW,"shelly beach, manly",grey nurse shark,Carcharius taurus,-33.8005,151.2979,No,coastal,,,-33.8005,151.2979,
1115,1,7,2019,injured,QLD,"bells creek, sunshine coast",bull shark,Carcharhinus leucas,-26.7994,153.0611,No,coastal,,,-26.7994,153.0611,
1116,1,7,2019,injured,NSW,"wooyung beach, far north coast",bull shark,Carcharhinus leucas,-28.4560,153.5446,No,coastal,,,-28.4560,153.5446,
1117,1,9,2019,injured,NSW,surf beach kiama,,,-34.6817,150.8511,No,coastal,,,-34.6817,150.8511,
1118,1,9,2019,uninjured,WA,"burns beach, perth",white shark,Carcharodon carcharias ,-31.7247,115.7249,No,estuary/harbour,,,-31.7247,115.7249,
1119,1,10,2019,injured,QLD,"hook passage, whitsundays",,,-21.9570,148.1893,Yes,island open ocean,-20.1609,148.9513,-20.1609,148.9513,"-20.160917, 148.951311"
1120,1,10,2019,injured,QLD,"hook passage, whitsundays",,,-20.3441,148.1893,Yes,island open ocean,-20.1609,148.9520,-20.1609,148.9520,"-20.160917, 148.951311"
1121,6,10,2019,uninjured,NSW,"lighthouse beach, seal rocks",white shark,Carcharodon carcharias ,-32.4436,152.5279,No,coastal,,,-32.4436,152.5279,
1122,1,10,2019,uninjured,QLD,"woorim, bribie island, queensland",,,-27.0609,153.2006,No,coastal,,,-27.0609,153.2006,
1123,1,11,2019,injured,QLD,"bargara, bundaberg",,,-24.8312,152.4592,No,coastal,,,-24.8312,152.4592,
1124,1,12,2019,injured,WA,exmouth boat harbour,,,-20.3441,114.1430,Yes,coastal,-21.9562,114.1487,-21.9562,114.1487,"-21.956347, 114.148744"
1125,1,12,2019,injured,NSW,"killalea beach, shellharbour",wobbegong,Orectolobidae,-34.6038,150.8676,No,coastal,,,-34.6038,150.8676,
1126,1,12,2019,injured,QLD,north west island,lemon shark,Negaprion brevirostris,-23.3000,151.7100,No,island open ocean,,,-23.3000,151.7100,
1127,1,1,2020,fatal,WA,"cull island, esperance",white shark,Carcharodon carcharias ,-33.9222,121.9032,No,island open ocean,,,-33.9222,121.9032,
1128,1,1,2020,uninjured,NSW,"gallows beach, coffs harbour",bull shark,Carcharhinus leucas,-30.3119,153.1427,No,coastal,,,-30.3119,153.1427,
1129,1,1,2020,uninjured,WA,"geordie bay, rottnest island",white shark,Carcharodon carcharias ,-31.9908,115.5215,No,island open ocean,,,-31.9908,115.5215,
1130,1,1,2020,injured,QLD,"north west island, gladstone, qld",lemon shark,Negaprion brevirostris,-23.2951,151.7079,No,island open ocean,,,-23.2951,151.7079,
1131,1,1,2020,injured,NSW,"windang beach, wollongong, nsw",,,-34.5343,150.8746,No,coastal,,,-34.5343,150.8746,
1132,1,2,2020,injured,QLD,"lizard island, research station",lemon shark,Negaprion brevirostris,-14.6787,145.4483,No,island open ocean,,,-14.6787,145.4483,
1133,1,4,2020,injured,NSW,"killick creek, crescent head",wobbegong,Orectolobidae,-31.1900,152.9800,No,estuary/harbour,,,-31.1900,152.9800,
1134,1,4,2020,fatal,QLD,north west island,,,-23.2951,151.7079,No,island open ocean,,,-23.2951,151.7079,
1135,1,4,2020,uninjured,WA,"steps surf break, lighthouse bay, exmouth",bull shark,Carcharhinus leucas,-21.9328,114.1178,No,coastal,,,-21.9328,114.1178,
1136,1,4,2020,uninjured,NSW,"surf beach, kiama",bull shark,Carcharhinus leucas,-34.6817,150.8511,No,coastal,,,-34.6817,150.8511,
1137,1,5,2020,injured,VIC,bells beach,whaler shark,Carcharhinidae,-38.3669,144.2847,No,coastal,,,-38.3669,144.2847,
1138,8,6,2020,fatal,NSW,"casuarina beach, kingscliff ",white shark,Carcharodon carcharias ,-28.2778,153.5774,No,coastal,,,-28.2778,153.5774,
1139,1,6,2020,injured,WA,"tantabiddi beach, ningaloo",,,-22.6799,113.6980,No,coastal,,,-22.6799,113.6980,
1140,14,6,2020,uninjured,NSW,macmasters beach,white shark,Carcharodon carcharias ,-33.4976,151.4204,No,coastal,,,-33.4976,151.4204,
1141,1,6,2020,uninjured,NSW,"bulli, illawarra",bronze whaler shark,Carcharhinus brachyurus,-34.3383,150.9135,No,coastal,,,-34.3383,150.9135,
1142,1,6,2020,uninjured,NSW,"bulli, illawarra",bronze whaler shark,Carcharhinus brachyurus,-34.3383,150.9135,No,coastal,,,-34.3383,150.9135,
1143,1,6,2020,uninjured,NSW,"bulli, illawarra",bronze whaler shark,Carcharhinus brachyurus,-34.3383,150.9135,No,coastal,,,-34.3383,150.9135,
1144,1,7,2020,injured,WA,bunker bay,white shark,Carcharodon carcharias ,-33.5427,115.0392,No,coastal,,,-33.5427,115.0392,
1145,1,7,2020,injured,QLD,"fitzroy island, cairns",whaler shark,Carcharhinidae,-16.9337,145.9943,No,island open ocean,,,-16.9337,145.9943,
1146,1,7,2020,fatal,QLD,"fraser island, sunshine coast",whaler shark,Carcharhinidae,-25.2398,153.1325,No,coastal,,,-25.2398,153.1325,
1147,1,7,2020,injured,TAS,"stanley, north west coast",white shark,Carcharodon carcharias ,-40.7667,145.3000,No,coastal,,,-40.7667,145.3000,
1148,1,7,2020,uninjured,NSW,"terrigal, central coast",dusky shark,Carcharhinus obscurus,-33.4482,151.4467,No,coastal,,,-33.4482,151.4467,
1149,12,7,2020,fatal,NSW,"wooli beach, wilsons headland, mid north coast",white shark,Carcharodon carcharias ,-29.8530,153.2715,No,coastal,,,-29.8530,153.2715,
1150,14,8,2020,injured,NSW,"shelly beach, port macquarie",white shark,Carcharodon carcharias ,-31.4333,152.9000,No,coastal,,,-31.4333,152.9000,
1151,1,9,2020,fatal,QLD,"greenmount beach, gold coast",white shark,Carcharodon carcharias ,-28.1640,153.5476,No,coastal,,,-28.1640,153.5476,
1152,18,9,2020,uninjured,NSW,cabarita beach ,white shark,Carcharodon carcharias ,-28.3336,153.5697,No,coastal,,,-28.3336,153.5697,
1153,1,9,2020,uninjured,NSW,"birubi, port stephens",whaler shark,Carcharhinidae,-32.7876,152.0800,No,coastal,,,-32.7876,152.0800,
1154,1,9,2020,injured,NSW,"birubi, port stephens",wobbegong,Orectolobidae,-32.7876,153.0800,Yes,coastal,-32.7876,152.0714,-32.7876,152.0714,"-32.792418, 152.071457"
1155,1,10,2020,injured,NSW,"magic point, maroubra",white shark,Carcharodon carcharias ,-33.9500,151.2670,No,coastal,,,-33.9500,151.2670,
1156,1,10,2020,uninjured,NSW,"queenscliff, north steyne",whaler shark,Carcharhinidae,-33.7902,151.2886,No,coastal,,,-33.7902,151.2886,
1157,1,10,2020,injured,QLD,"britomart reef, hinchinbrook island",bull shark,Carcharhinus leucas,-18.2500,146.6669,No,island open ocean,,,-18.2500,146.6669,
1158,1,10,2020,fatal,WA,"kelps beds, esperance ",white shark,Carcharodon carcharias ,-34.8611,121.8919,No,coastal,,,-34.8611,121.8919,
1159,1,11,2020,fatal,WA,"cable beach, broome",bull shark,Carcharhinus leucas,-17.9319,122.2081,No,coastal,,,-17.9319,122.2081,
1160,1,11,2020,uninjured,QLD,"magpie reef, princess charlotte bay, cape york",hammerhead shark ,Sphyrnidae,-13.7333,143.8667,No,island open ocean,,,-13.7333,143.8667,
1161,1,11,2020,injured,NSW,"town beach, port macquarie",wobbegong,Orectolobidae,-31.4295,152.9193,No,coastal,,,-31.4295,152.9193,
1162,1,12,2020,injured,WA,"cable beach, broome",bull shark,Carcharhinus leucas,-17.9319,122.2081,No,coastal,,,-17.9319,122.2081,
1163,1,12,2020,injured,SA,"d'estrees bay, kangaroo island",white shark,Carcharodon carcharias ,-35.9295,137.5966,No,island open ocean,,,-35.9295,137.5966,
1164,1,1,2021,injured,NSW,lake macquarie,bull shark,Carcharhinus leucas,-33.0833,151.5833,No,river,,,-33.0833,151.5833,
1165,1,1,2021,injured,WA,"melaleuca beach, cowaramup bay, gracetown",wobbegong,Orectolobidae,-33.8640,114.9864,No,coastal,,,-33.8640,114.9864,
1166,1,1,2021,injured,WA,"swan river, point walter reserve, bicton",bull shark,Carcharhinus leucas,-32.0117,115.7866,No,river,,,-32.0117,115.7866,
1167,1,1,2021,fatal,SA,port macdonnell,white shark,Carcharodon carcharias ,-38.0522,140.7018,No,coastal,,,-38.0522,140.7018,
1168,1,2,2021,injured,WA,lancelin back beach,wobbegong,Orectolobidae,-31.0340,115.3356,No,coastal,,,-31.0340,115.3356,
1169,1,3,2021,uninjured,NSW,"cronulla beach, sydney",wobbegong,Orectolobidae,-34.0557,151.1551,No,coastal,,,-34.0557,151.1551,
1170,1,3,2021,uninjured,WA,"deepene beach, elephant rock, hamelin bay",wobbegong,Orectolobidae,-34.2763,115.0520,No,coastal,,,-34.2763,115.0520,
1171,1,3,2021,injured,NSW,merimbula main beach,,,-36.8875,149.9059,No,coastal,,,-36.8875,149.9059,
1172,1,3,2021,injured,WA,"sandy point, warroora station, coral bay",bull shark,Carcharhinus leucas,-23.3250,113.7910,No,coastal,,,-23.3250,113.7910,
1173,1,3,2021,uninjured,WA,yallingup,blacktip reef shark,Carcharhinus melanopterus,-33.6397,115.0263,No,coastal,,,-33.6397,115.0263,
1174,1,4,2021,injured,WA,dampier boat ramp,blacktip reef shark,Carcharhinus melanopterus,-20.6564,116.7081,No,coastal,,,-20.6564,116.7081,
1175,1,5,2021,injured,WA,quondong beach,tiger shark,Galeocerdo cuvier ,-17.5804,122.1571,No,coastal,,,-17.5804,122.1571,
1176,17,5,2021,fatal,NSW,tuncurry beach,white shark,Carcharodon carcharias ,-32.1521,152.5053,No,coastal,,,-32.1521,152.5053,
1177,1,6,2021,injured,WA,"five fingers reef, coral bay",tiger shark,Galeocerdo cuvier ,-23.1423,113.7723,No,coastal,,,-23.1423,113.7723,
1178,1,6,2021,injured,WA,"gumtree bay, leeman",white shark,Carcharodon carcharias ,-29.9453,114.9824,No,coastal,,,-29.9453,114.9824,
1179,12,7,2021,injured,NSW,killick beach at crescent head,white shark,Carcharodon carcharias ,-31.1295,153.0011,No,coastal,,,-31.1295,153.0011,
1180,1,7,2021,injured,WA,varanus island,lemon shark,Negaprion brevirostris,-20.6517,115.5785,No,island open ocean,,,-20.6517,115.5785,
1181,4,9,2021,fatal,NSW,emerald beach,white shark,Carcharodon carcharias ,-30.1575,153.1502,No,coastal,,,-30.1575,153.1502,
1182,1,9,2021,injured,NSW,"park beach, coffs harbour",wobbegong,Orectolobidae,-30.2860,153.1364,No,coastal,,,-30.2860,153.1364,
1183,1,10,2021,injured,QLD,"hook passage, whitsundays",,,-20.2665,148.8819,No,island open ocean,,,-20.2665,148.8819,
1184,1,10,2021,injured,NSW,moonee beach,wobbegong,Orectolobidae,-30.2042,153.1490,No,coastal,,,-30.2042,153.1490,
1185,1,11,2021,fatal,WA,"port beach, fremantle",white shark,Carcharodon carcharias ,-32.0569,115.7439,No,coastal,,,-32.0569,115.7439,
1186,1,12,2021,injured,VIC,"ocean grove beach, geelong",,,-38.2676,144.5067,No,coastal,,,-38.2676,144.5067,
1187,1,12,2021,injured,VIC,"ocean grove beach, geelong",,,-38.2676,144.5067,No,coastal,,,-38.2676,144.5067,
1188,1,12,2021,injured,QLD,"rocky island, yarrabah, far north queensland",bull shark,Carcharhinus leucas,-16.9062,145.8662,No,island open ocean,,,-16.9062,145.8662,
1189,1,1,2022,injured,NSW,hyams beach (seamans),whaler shark,Carcharhinidae,-35.1011,150.6892,No,coastal,,,-35.1011,150.6892,
1190,1,1,2022,injured,NSW,"depot beach, batemans bay",wobbegong,Orectolobidae,-35.6288,150.3230,No,coastal,,,-35.6288,150.3230,
1191,1,1,2022,injured,NSW,turimetta,wobbegong,Orectolobidae,-33.7000,151.2999,No,coastal,,,-33.7000,151.2999,
1192,1,1,2022,injured,WA,"whalers beach, albany",wobbegong,Orectolobidae,-35.0031,117.8660,No,coastal,,,-35.0031,117.8660,
1193,16,2,2022,fatal,NSW,"little bay, sydney",white shark,Carcharodon carcharias ,-30.8830,153.0830,Yes,coastal,-33.9800,151.2500,-33.9800,151.2500,"-33.979509, 151.252990"
1194,1,2,2022,injured,QLD,"Redcliffe, Brisbane",tiger shark,Galeocerdo cuvier ,-27.2333,153.2667,No,ocean/pelagic,,,-27.2333,153.2667,
1195,1,2,2022,injured,WA,"wylie bay, esperance",white shark,Carcharodon carcharias ,-33.8485,121.9184,No,coastal,,,-33.8485,121.9184,
1196,1,2,2022,injured,NSW,"shelley beach, manly",wobbegong,Orectolobidae,-33.8006,151.2982,No,coastal,,,-33.8006,151.2982,
1197,1,3,2022,injured,NSW,crowdy head beach,wobbegong,Orectolobidae,-32.0000,152.7512,No,coastal,,,-32.0000,152.7512,
1198,1,3,2022,uninjured,NSW,"maroubra beach, sydney",,,-33.9516,151.2603,No,coastal,,,-33.9516,151.2603,
1199,1,3,2022,uninjured,WA,"florida beach, mandurah",white shark,Carcharodon carcharias ,-32.5269,115.7217,No,coastal,,,-32.5269,115.7217,
1200,1,4,2022,injured,TAS,"the quarry, coles bay",seven gill shark ,Notorynchus cepedianus,-42.1451,148.2805,No,coastal,,,-42.1451,148.2805,
1201,1,5,2022,uninjured,WA,"matilda bay, swan river perth    ",bull shark,Carcharhinus leucas,-31.9789,115.8247,No,estuary/harbour,,,-31.9789,115.8247,
1202,1,6,2022,injured,WA,"oyster stacks, exmouth    ",unknown,,-22.1325,113.8769,No,island open ocean,,,-22.1325,113.8769,
1203,1,8,2022,injured,WA,"mistaken island, albany",white shark,Carcharodon carcharias ,-35.0627,117.9432,No,island open ocean,,,-35.0627,117.9432,
1204,17,8,2022,uninjured,NSW,coffs harbour,white shark,Carcharodon carcharias ,-30.2962,153.1139,No,coastal,,,-30.2962,153.1139,
1205,1,8,2022,injured,NSW,north avoca,whaler shark,,-33.4566,151.4383,No,coastal,,,-33.4566,151.4383,
1206,1,10,2022,injured,VIC,portland ,,,-38.3380,141.6041,No,coastal,,,-38.3380,141.6041,
1207,1,10,2022,injured,WA,port headland,bull shark,Carcharhinus leucas,-20.3124,118.6094,No,ocean/pelagic,,,-20.3124,118.6094,
1208,1,10,2022,injured,NSW,south rosedale beach,wobbegong,Orectolobidae,-35.8139,150.2258,No,coastal,,,-35.8139,150.2258,
1209,1,10,2022,uninjured,SA,seacliff beach,white shark,Carcharodon carcharias ,-35.0316,152.9775,Yes,coastal,-35.0331,138.5116,-35.0331,138.5116,"-35.033085, 138.511571"
1210,14,12,2022,injury,NSW,front beach cresent head,white shark,Carcharodon carcharias,-31.1897,138.5179,Yes,coastal,-31.1897,152.9862,-31.1897,152.9862,"-31.180029, 152.986263"
1211,1,1,2023,fatal,WA,"swan river, perth",bull shark,Carcharodon carcharias,-31.9417,115.9097,No,river,,,-31.9417,115.9097,
1212,1,3,2023,uninjured,WA,yallingup ,whaler shark,Carcharhinus spp.,-33.6464,115.0340,No,coastal,,,-33.6464,115.0340,
1213,1,4,2023,injured,WA,"lucy's beach, greenough",bronze whaler shark,Carcharhinus brachyurus,-28.9302,114.7289,No,coastal,,,-28.9302,114.7289,
1214,1,4,2023,injured,WA,"cape range national park, exmouth",,,-21.9330,114.1280,No,coastal,,,-21.9330,114.1280,
1215,1,4,2023,injured,WA,yallinguop,,,-33.6397,115.0263,No,coastal,,,-33.6397,115.0263,
1216,1,5,2023,fatal,SA,"walker's rocks, eyre penninsula ",whaler shark,,-33.5562,134.8541,No,coastal,,,-33.5562,134.8541,
1217,1,5,2023,uninjured,NSW,south broulee,,,-35.8333,150.1667,No,coastal,,,-35.8333,150.1667,
1218,1,7,2023,injured,WA,gnarabup beach,white shark,Carcharodon carcharias,-33.9903,114.9914,No,coastal,,,-33.9903,114.9914,
1219,25,8,2023,Injured,NSW,"port macquarie, lighthouse beach",white shark,Carcharodon carcharias,-31.4667,152.9167,No,coastal,,,-31.4667,152.9167,
