UIN,Incident.day,Incident.month,Incident.year,Victim.injury,State,Location,Shark.common.name,Shark.scientific.name,Latitude-Orig,Longitude-Orig,Adjusted,Site.category,AdjLat,AdjLong,Latitude,Longitude,Notes
186,1,11,1916,fatal,QLD,"townsville, kissing point",tiger shark,Galeocerdo cuvier ,-19.2333,146.8000,No,coastal,,,-19.2333,146.8000,
187,1,11,1916,fatal,QLD,"townsville, strand beach",tiger shark,Galeocerdo cuvier ,-19.2333,146.8167,No,coastal,,,-19.2333,146.8167,
188,1,11,1916,injured,WA,condon creek - port headland (area),tiger shark,Galeocerdo cuvier ,-20.0000,119.3667,No,coastal,,,-20.0000,119.3667,
189,1,11,1916,fatal,WA,condon creek - broome (area),tiger shark,Galeocerdo cuvier ,-20.0000,119.3333,No,coastal,,,-20.0000,119.3333,
190,1,12,1916,fatal,NSW,"sugarloaf point, sydney harbour,",bull shark,Carcharhinus leucas,-33.7833,151.2167,No,estuary/harbour,,,-33.7833,151.2167,
191,1,12,1916,fatal,QLD,yeppoon (mens beach),tiger shark,Galeocerdo cuvier ,-23.1167,150.7500,No,coastal,,,-23.1167,150.7500,
192,1,6,1917,injured,QLD,moreton bay,whaler shark,Carcharhinidae,-27.2333,153.2167,No,coastal,,,-27.2333,153.2167,
193,1,12,1917,injured,WA,port headland,tiger shark,Galeocerdo cuvier ,-20.3000,118.5833,No,coastal,,,-20.3000,118.5833,
194,1,1,1918,injured,NSW,"port stephens, tea gardens",wobbegong,Orectolobidae,-32.6667,152.1500,No,coastal,,,-32.6667,152.1500,
195,1,3,1918,injured,NSW,newcastle beach,white shark,Carcharodon carcharias ,-32.9167,151.7833,No,coastal,,,-32.9167,151.7833,
196,1,3,1918,injured,QLD,"kirra beach, coolangatta",wobbegong,Orectolobidae,-28.1500,153.5167,No,coastal,,,-28.1500,153.5167,
197,1,3,1918,injured,NSW,tweed heads,tiger shark,Galeocerdo cuvier ,-28.1500,153.1000,No,Coastal,,,-28.1500,153.1000,
198,1,4,1918,uninjured,NSW,burmagui,wobbegong,Orectolobidae,-26.4167,150.0667,Yes,coastal,-36.4167,150.0667,-36.4167,150.0667,"-36.418076, 150.083180"
199,1,4,1918,uninjured,NSW,"parramatta river, sydney harbour",bull shark,Carcharhinus leucas,-33.8667,151.2000,No,river,,,-33.8667,151.2000,
200,1,9,1918,fatal,QLD,"townsville, strand beach",tiger shark,Galeocerdo cuvier ,-19.2500,146.8167,No,coastal,,,-19.2500,146.8167,
201,1,11,1918,fatal,QLD,arlington reef (gbr),tiger shark,Galeocerdo cuvier ,-16.7000,146.0500,No,Ocean/pelagic,,,-16.7000,146.0500,
202,1,1,1919,injured,NSW,newcastle beach,white shark,Carcharodon carcharias ,-32.9167,151.7833,No,coastal,,,-32.9167,151.7833,
203,1,1,1919,fatal,NSW,"sirius cove, sydney harbour",bull shark,Carcharhinus leucas,-33.8333,151.2333,No,estuary/harbour,,,-33.8333,151.2333,
204,1,1,1919,fatal,QLD,"townsville, ross creek",bull shark,Carcharhinus leucas,-19.4500,146.6000,No,estuary/harbour,,,-19.4500,146.6000,
205,1,12,1919,injured,QLD,bribie island,wobbegong,Orectolobidae,-27.0833,153.4500,No,coastal,,,-27.0833,153.4500,
206,1,12,1919,fatal,NSW,"macleay river, pelican island",bull shark,Carcharhinus leucas,-30.9167,153.0167,No,river,,,-30.9167,153.0167,
207,1,1,1920,fatal,NSW,throsby creek. newcastle,bull shark,Carcharhinus leucas,-32.9000,151.7500,No,estuary/harbour,,,-32.9000,151.7500,
208,1,2,1920,uninjured,NSW,tuggerah lake entrance,wobbegong,Orectolobidae,-33.3333,151.5000,No,estuary/harbour,,,-33.3333,151.5000,
209,1,3,1920,injured,QLD,"townsville, cleveland bay",tiger shark,Galeocerdo cuvier ,-19.2500,146.8167,No,coastal,,,-19.2500,146.8167,
210,1,7,1920,injured,QLD,mackay (320km east),tiger shark,Galeocerdo cuvier ,-20.9000,151.7167,No,coastal,,,-20.9000,151.7167,
211,1,11,1920,injured,NSW,cape halke,wobbegong,Orectolobidae,-32.2000,152.5500,No,coastal,,,-32.2000,152.5500,
212,1,11,1920,injured,WA,"ocean beach, demark",wobbegong,Orectolobidae,-35.0167,117.3333,No,coastal,,,-35.0167,117.3333,
213,1,11,1920,injured,WA,"cottesloe beach, perth",wobbegong,Orectolobidae,-31.9833,115.7333,No,coastal,,,-31.9833,115.7333,
214,1,12,1920,injured,QLD,howick island,,,-14.5000,144.9167,No,island open ocean,,,-14.5000,144.9167,
215,1,12,1920,injured,NSW,lismore - wilsons river,bull shark,Carcharhinus leucas,-28.8000,153.2667,No,river,,,-28.8000,153.2667,
216,1,10,1921,injured,QLD,hinchinbrook island,tiger shark,Galeocerdo cuvier ,-18.2333,146.6500,No,coastal,,,-18.2333,146.6500,
217,1,10,1921,fatal,QLD,"cairns, elford reef (26 miles east)",tiger shark,Galeocerdo cuvier ,-16.9000,146.2333,No,ocean/pelagic,,,-16.9000,146.2333,
218,1,11,1921,fatal,QLD,"brisbane river, bulimba beach ",bull shark,Carcharhinus leucas,-27.4333,153.1500,No,river,,,-27.4333,153.1500,
219,1,11,1921,injured,QLD,"brisbane river, bulimba beach ",bull shark,Carcharhinus leucas,-27.4333,153.1500,No,river,,,-27.4333,153.1500,
220,1,12,1921,injured,QLD,fitzroy river,bull shark,Carcharhinus leucas,-23.3833,150.5500,No,river,,,-23.3833,150.5500,
221,1,1,1922,injured,NSW,"stockton beach, newcastle",white shark,Carcharodon carcharias ,-32.8500,151.8333,No,coastal,,,-32.8500,151.8333,
222,1,1,1922,fatal,QLD,"townsville, ross creek",bull shark,Carcharhinus leucas,-19.4500,146.6000,No,estuary/harbour,,,-19.4500,146.6000,
223,1,2,1922,fatal,NSW,"coogee beach, sydney",white shark,Carcharodon carcharias ,-33.9167,151.2500,No,coastal,,,-33.9167,151.2500,
224,1,3,1922,fatal,NSW,"coogee beach, sydney",white shark,Carcharodon carcharias ,-33.9167,151.2500,No,coastal,,,-33.9167,151.2500,
225,1,12,1922,fatal,QLD,"maryborough, pialba beach",tiger shark,Galeocerdo cuvier ,-25.5333,152.7000,No,coastal,,,-25.5333,152.7000,
226,1,1,1923,fatal,WA,"swan river, claremont",bull shark,Carcharhinus leucas,-31.9667,115.7667,No,river,,,-31.9667,115.7667,
227,1,1,1923,uninjured,NSW,"merewether beach, newcastle",white shark,Carcharodon carcharias ,-32.9333,151.7500,No,coastal,,,-32.9333,151.7500,
228,1,3,1923,injured,QLD,"townsville, ross creek",bull shark,Carcharhinus leucas,-19.2333,146.8167,No,estuary/harbour,,,-19.2333,146.8167,
229,1,5,1923,fatal,QLD,great barrier reef (townsville area),tiger shark,Galeocerdo cuvier ,-16.8500,146.1500,No,ocean/pelagic,,,-16.8500,146.1500,
230,1,5,1923,injured,WA,"geraldton, southgate",wobbegong,Orectolobidae,-28.8167,114.6167,No,coastal,,,-28.8167,114.6167,
231,1,6,1923,injured,QLD,townsville area (gbr),tiger shark,Galeocerdo cuvier ,-18.7000,147.7667,No,island open ocean,,,-18.7000,147.7667,
232,1,6,1923,fatal,NSW,"bellambi, wollongong",white shark,Carcharodon carcharias ,-34.3500,150.9167,No,coastal,,,-34.3500,150.9167,
233,1,10,1923,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,coastal,,,-10.5667,142.2167,
234,1,11,1923,fatal,WA,condon creek - broome (area),tiger shark,Galeocerdo cuvier ,-20.0000,119.3500,No,coastal,,,-20.0000,119.3500,
235,1,11,1923,fatal,WA,condon creek - broome (area),tiger shark,Galeocerdo cuvier ,-20.0000,119.3500,No,coastal,,,-20.0000,119.3500,
236,1,12,1923,injured,NSW,"tweed river, murwillumbah",bull shark,Carcharhinus leucas,-28.3167,153.4000,No,river,,,-28.3167,153.4000,
237,1,1,1924,fatal,NSW,"parramatta river, camella, sydney",bull shark,Carcharhinus leucas,-33.8000,151.0167,No,river,,,-33.8000,151.0167,
238,1,2,1924,injured,WA,bunbury,wobbegong,Orectolobidae,-33.3167,115.6333,No,coastal,,,-33.3167,115.6333,
239,1,2,1924,injured,NSW,"bronte beach, sydney",white shark,Carcharodon carcharias ,-33.9000,151.2667,No,coastal,,,-33.9000,151.2667,
240,1,4,1924,fatal,NSW,"kiama, wollongong",white shark,Carcharodon carcharias ,-34.6667,150.8500,No,coastal,,,-34.6667,150.8500,
241,1,10,1924,injured,VIC,"town pier, port melbourne",white shark,Carcharodon carcharias ,-37.8333,144.9333,No,coastal,,,-37.8333,144.9333,
242,1,3,1925,injured,NSW,"coogee beach, sydney",white shark,Carcharodon carcharias ,-33.9167,151.2500,No,coastal,,,-33.9167,151.2500,
243,1,3,1925,fatal,NSW,newcastle beach,white shark,Carcharodon carcharias ,-32.9167,151.7833,No,coastal,,,-32.9167,151.7833,
244,1,11,1925,fatal,WA,"cottesloe beach, perth",tiger shark,Galeocerdo cuvier ,-31.9833,115.7500,No,coastal,,,-31.9833,115.7500,
245,1,3,1926,fatal,SA,"brighton pier, adelaide",white shark,Carcharodon carcharias ,-34.9000,137.0000,No,coastal,,,-34.9000,137.0000,
246,1,10,1926,injured,NSW,"yamba, clarence river, maclean",bull shark,Carcharhinus leucas,-29.4500,153.1833,No,river,,,-29.4500,153.1833,
247,1,11,1926,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
248,1,12,1926,fatal,QLD,palm island,tiger shark,Galeocerdo cuvier ,-18.7167,146.5667,No,island open ocean,,,-18.7167,146.5667,
249,1,1,1927,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,coastal,,,-10.5667,142.2167,
250,1,1,1927,fatal,NSW,"greys point, port hacking",tiger shark,Galeocerdo cuvier ,-34.0500,151.0833,No,river,,,-34.0500,151.0833,
251,1,2,1927,uninjured,QLD,brisbane river,bull shark,Carcharhinus leucas,-27.4667,153.0333,No,river,,,-27.4667,153.0333,
252,1,3,1927,injured,NSW,"merewether beach, newcastle",white shark,Carcharodon carcharias ,-32.9333,151.7500,No,coastal,,,-32.9333,151.7500,
253,1,4,1927,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
254,1,4,1927,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
255,1,5,1927,fatal,QLD,cairns (near),tiger shark,Galeocerdo cuvier ,-17.2167,145.9667,No,coastal,,,-17.2167,145.9667,
256,1,7,1927,uninjured,WA,broome (area),tiger shark,Galeocerdo cuvier ,-17.9833,122.2333,No,Coastal,,,-17.9833,122.2333,
257,1,1,1928,fatal,QLD,"deliverance island, torres strait",tiger shark,Galeocerdo cuvier ,-9.5167,141.5667,No,island open ocean,,,-9.5167,141.5667,
258,1,2,1928,fatal,QLD,"barrow point, 100 km north of cooktown",tiger shark,Galeocerdo cuvier ,-14.1500,144.5000,No,island open ocean,,,-14.1500,144.5000,
259,1,3,1928,injured,QLD,great barrier reef (bowen area),tiger shark,Galeocerdo cuvier ,-19.8000,149.0500,No,coastal,,,-19.8000,149.0500,
260,1,4,1928,injured,QLD,"brisbane river, graceville",bull shark,Carcharhinus leucas,-27.5167,152.9833,No,river,,,-27.5167,152.9833,
261,1,4,1928,injured,NSW,"bondi beach north, sydney",white shark,Carcharodon carcharias ,-33.8833,151.2667,No,coastal,,,-33.8833,151.2667,
262,1,4,1928,fatal,NSW,"bar beach, newcastle",white shark,Carcharodon carcharias ,-32.9333,151.7500,No,coastal,,,-32.9333,151.7500,
263,1,7,1928,injured,QLD,torres strait,tiger shark,Galeocerdo cuvier ,-10.5833,142.2167,No,island open ocean,,,-10.5833,142.2167,
264,1,12,1928,injured,QLD,torres strait,tiger shark,Galeocerdo cuvier ,-10.5833,142.2167,No,island open ocean,,,-10.5833,142.2167,
265,1,1,1929,fatal,QLD,"magnetic island, alma bay",tiger shark,Galeocerdo cuvier ,-19.1333,146.8333,No,coastal,,,-19.1333,146.8333,
266,1,1,1929,injured,SA,adrossan beach,wobbegong,Orectolobidae,-34.4167,137.9167,No,coastal,,,-34.4167,137.9167,
267,1,1,1929,fatal,NSW,"bondi beach, sydney",white shark,Carcharodon carcharias ,-33.8833,151.2667,No,coastal,,,-33.8833,151.2667,
268,1,2,1929,injured,NSW,jervis bay,wobbegong,Orectolobidae,-35.0333,150.7167,No,coastal,,,-35.0333,150.7167,
269,1,2,1929,fatal,NSW,"maroubra beach, sydney",white shark,Carcharodon carcharias ,-33.9333,151.2500,No,coastal,,,-33.9333,151.2500,
270,1,2,1929,fatal,NSW,"bondi beach, sydney",white shark,Carcharodon carcharias ,-33.8833,151.2667,No,coastal,,,-33.8833,151.2667,
271,1,2,1929,uninjured,SA,"glenelg, adelaide",white shark,Carcharodon carcharias ,-34.9667,138.5000,No,coastal,,,-34.9667,138.5000,
272,1,3,1929,injured,QLD,bowen (gbr),,,-19.5167,148.8333,No,island open ocean,,,-19.5167,148.8333,
273,1,3,1929,injured,SA,adrossan beach,wobbegong,Orectolobidae,-34.4167,137.9167,No,coastal,,,-34.4167,137.9167,
274,1,3,1929,injured,SA,adrossan beach,wobbegong,Orectolobidae,-34.4167,137.9167,No,coastal,,,-34.4167,137.9167,
275,1,3,1929,fatal,QLD,"torres strait, dauan island",tiger shark,Galeocerdo cuvier ,-9.4167,142.5333,No,island open ocean,,,-9.4167,142.5333,
276,1,4,1929,injured,QLD,mackay,tiger shark,Galeocerdo cuvier ,-21.0000,149.8833,No,coastal,,,-21.0000,149.8833,
277,1,4,1929,injured,QLD,"bribie passage, pumicestone channel",bull shark,Carcharhinus leucas,-26.9833,153.0667,No,coastal,,,-26.9833,153.0667,
278,1,4,1929,fatal,QLD,"torres strait, badu island",tiger shark,Galeocerdo cuvier ,-10.1167,142.1333,No,island open ocean,,,-10.1167,142.1333,
279,1,5,1929,injured,QLD,"torres strait, coconut island",tiger shark,Galeocerdo cuvier ,-10.0500,143.0667,No,island open ocean,,,-10.0500,143.0667,
280,1,9,1929,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
281,1,9,1929,fatal,QLD,"townsville, ross creek",bull shark,Carcharhinus leucas,-19.4500,146.6000,No,estuary/harbour,,,-19.4500,146.6000,
282,1,10,1929,injured,QLD,"torres strait, badu island",tiger shark,Galeocerdo cuvier ,-10.1167,142.1333,No,island open ocean,,,-10.1167,142.1333,
283,1,12,1929,fatal,QLD,"townsville, ross creek",bull shark,Carcharhinus leucas,-19.4500,146.6000,No,estuary/harbour,,,-19.4500,146.6000,
284,1,12,1929,injured,NSW,"collaroy beach, sydney",wobbegong,Orectolobidae,-33.7167,151.3000,No,island open ocean,,,-33.7167,151.3000,
285,1,12,1929,fatal,NSW,"balmain, white bay, sydney harbour",bull shark,Carcharhinus leucas,-33.8500,151.1833,No,estuary/harbour,,,-33.8500,151.1833,
286,1,12,1929,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
287,1,12,1929,uninjured,QLD,coolangatta beach,,,-28.1667,153.5333,No,coastal,,,-28.1667,153.5333,
288,1,1,1930,injured,QLD,"torres strait, moa island",tiger shark,Galeocerdo cuvier ,-10.1500,142.1833,No,island open ocean,,,-10.1500,142.1833,
289,1,2,1930,fatal,VIC,"port philip bay, middle brighton pier",white shark,Carcharodon carcharias ,-37.9000,144.9833,No,coastal,,,-37.9000,144.9833,
290,1,2,1930,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
291,1,6,1930,fatal,QLD,"torres strait, mabuiag island",tiger shark,Galeocerdo cuvier ,-9.9500,142.1833,No,island open ocean,,,-9.9500,142.1833,
292,1,7,1930,fatal,QLD,"torres strait, badu island",tiger shark,Galeocerdo cuvier ,-10.2500,142.1000,No,island open ocean,,,-10.2500,142.1000,
293,1,8,1930,injured,WA,geraldton,wobbegong,Orectolobidae,-28.7667,114.6000,No,coastal,,,-28.7667,114.6000,
294,1,12,1930,injured,NSW,"homebush bay, parramatta river, sydney",bull shark,Carcharhinus leucas,-33.8333,151.0667,No,river,,,-33.8333,151.0667,
295,1,1,1931,injured,NSW,"spit bridge, middle harbour sydney",wobbegong,Orectolobidae,-33.8000,151.2333,No,estuary/harbour,,,-33.8000,151.2333,
296,1,1,1931,injured,QLD,yeppoon,tiger shark,Galeocerdo cuvier ,-23.1167,150.7333,No,coastal,,,-23.1167,150.7333,
297,1,1,1931,injured,QLD,torres strait,tiger shark,Galeocerdo cuvier ,-10.5833,142.2167,No,island open ocean,,,-10.5833,142.2167,
298,1,1,1931,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
299,1,3,1931,fatal,QLD,"townsville, ross creek",bull shark,Carcharhinus leucas,-19.4500,146.6000,No,estuary/harbour,,,-19.4500,146.6000,
300,1,11,1931,injured,QLD,innisfail,tiger shark,Galeocerdo cuvier ,-17.5333,146.0167,No,coastal,,,-17.5333,146.0167,
301,1,1,1932,injured,QLD,"brisbane river, bremer river",bull shark,Carcharhinus leucas,-27.6000,152.7667,No,river,,,-27.6000,152.7667,
302,1,2,1932,injured,QLD,calliope river,bull shark,Carcharhinus leucas,-23.8333,151.2167,No,river,,,-23.8333,151.2167,
303,1,2,1932,injured,NSW,bellambi jetty,wobbegong,Orectolobidae,-34.3667,150.9167,No,coastal,,,-34.3667,150.9167,
304,1,5,1932,injured,QLD,cairns,tiger shark,Galeocerdo cuvier ,-16.9167,145.7667,No,coastal,,,-16.9167,145.7667,
305,1,5,1932,fatal,QLD,"torres strait, warrior reef",tiger shark,Galeocerdo cuvier ,-9.4000,142.6667,No,island open ocean,,,-9.4000,142.6667,
306,1,8,1932,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
307,1,10,1932,injured,NSW,"redhead beach, newcastle",white shark,Carcharodon carcharias ,-33.0000,151.7167,No,coastal,,,-33.0000,151.7167,
308,1,12,1932,injured,NT,arnhem land (coastal area),tiger shark,Galeocerdo cuvier ,-11.9333,132.6167,No,coastal,,,-11.9333,132.6167,
309,1,1,1933,fatal,QLD,"townsville, strand beach",tiger shark,Galeocerdo cuvier ,-19.2500,146.8167,No,coastal,,,-19.2500,146.8167,
310,1,2,1933,uninjured,WA,"swan river, pelican rock",bull shark,Carcharhinus leucas,-31.9667,115.8500,No,river,,,-31.9667,115.8500,
311,1,2,1933,injured,QLD,"barrow point, 100km north of cooktown",tiger shark,Galeocerdo cuvier ,-14.1500,144.5000,No,coastal,,,-14.1500,144.5000,
312,1,3,1933,injured,QLD,mackay (50 miles off - gbr),tiger shark,Galeocerdo cuvier ,-20.9667,149.7500,No,ocean/pelagic,,,-20.9667,149.7500,
313,1,6,1933,uninjured,NT,"darwin, fanny bay",,,-12.4500,130.8333,No,coastal,,,-12.4500,130.8333,
314,1,6,1933,injured,QLD,"currumbin creek, currumbin",bull shark,Carcharhinus leucas,-28.1333,153.4667,No,estuary/harbour,,,-28.1333,153.4667,
315,1,7,1933,uninjured,WA,broome,tiger shark,Galeocerdo cuvier ,-17.9667,122.1667,No,coastal,,,-17.9667,122.1667,
316,1,9,1933,fatal,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
317,1,10,1933,injured,QLD,"barrow point, 100 km north of cooktown",tiger shark,Galeocerdo cuvier ,-14.1500,144.5000,No,coastal,,,-14.1500,144.5000,
318,1,10,1933,injured,NSW,evans head,wobbegong,Orectolobidae,-29.1000,153.4333,No,coastal,,,-29.1000,153.4333,
319,1,1,1934,injured,NSW,"georges river,",bull shark,Carcharhinus leucas,-33.9833,151.0667,No,river,,,-33.9833,151.0667,
320,1,1,1934,injured,NSW,"queenscliff beach, sydney",white shark,Carcharodon carcharias ,-33.7833,151.2833,No,coastal,,,-33.7833,151.2833,
321,1,1,1934,uninjured,QLD,"gloucester island, bowen",tiger shark,Galeocerdo cuvier ,-20.0000,148.4500,No,island open ocean,,,-20.0000,148.4500,
322,1,2,1934,injured,QLD,"torres strait, adolphus channel ",tiger shark,Galeocerdo cuvier ,-10.6000,142.6167,No,island open ocean,,,-10.6000,142.6167,
323,1,3,1934,fatal,NSW,"dee why beach, sydney",white shark,Carcharodon carcharias ,-33.7500,151.3000,No,coastal,,,-33.7500,151.3000,
324,1,4,1934,injured,QLD,"currumbin beach, gold coast",tiger shark,Galeocerdo cuvier ,-28.1500,153.4833,No,coastal,,,-28.1500,153.4833,
325,1,4,1934,fatal,NSW,"manly, north steyne, sydney",white shark,Carcharodon carcharias ,-33.7833,151.2833,No,coastal,,,-33.7833,151.2833,
326,1,8,1934,fatal,QLD,"cardwell, off eva island",tiger shark,Galeocerdo cuvier ,-18.2333,146.3167,No,coastal,,,-18.2333,146.3167,
327,1,10,1934,fatal,QLD,"torres strait, warrior reef",tiger shark,Galeocerdo cuvier ,-9.9667,143.2667,No,island open ocean,,,-9.9667,143.2667,
328,1,10,1934,fatal,NT,"red cliff, cobourg peninsula",tiger shark,Galeocerdo cuvier ,-11.6667,132.5167,No,coastal,,,-11.6667,132.5167,
329,1,12,1934,injured,NSW,"georges river, milpera, sydney",bull shark,Carcharhinus leucas,-33.9500,151.9667,No,river,,,-33.9500,151.9667,
330,1,12,1934,fatal,NSW,"georges river, milperra bridge",bull shark,Carcharhinus leucas,-33.9333,150.9667,No,river,,,-33.9333,150.9667,
331,1,12,1934,fatal,NSW,"brisbane waters, woy woy",bull shark,Carcharhinus leucas,-33.4833,151.3000,No,estuary/harbour,,,-33.4833,151.3000,
332,1,12,1934,injured,NSW,"brisbane waters, woy woy",bull shark,Carcharhinus leucas,-33.4833,151.3000,No,estuary/harbour,,,-33.4833,151.3000,
333,1,1,1935,fatal,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
334,1,2,1935,injured,NSW,"austinmer beach, wollongong",white shark,Carcharodon carcharias ,-34.3000,150.9333,No,coastal,,,-34.3000,150.9333,
335,1,3,1935,fatal,NSW,"maroubra beach, sydney",white shark,Carcharodon carcharias ,-33.9333,151.2500,No,coastal,,,-33.9333,151.2500,
336,1,3,1935,injured,QLD,mackay (100 mile south),whaler shark,Carcharhinidae,-21.1667,149.2333,No,coastal,,,-21.1667,149.2333,
337,1,3,1935,injured,QLD,lizard island,tiger shark,Galeocerdo cuvier ,-14.6667,145.4500,No,island open ocean,,,-14.6667,145.4500,
338,1,3,1935,fatal,NSW,"north narrabeen, sydney",white shark,Carcharodon carcharias ,-33.7000,151.3000,No,coastal,,,-33.7000,151.3000,
339,1,5,1935,injured,QLD,"torres strait, warrior reef",whaler shark,Carcharhinidae,-9.4000,142.6667,No,island open ocean,,,-9.4000,142.6667,
340,1,8,1935,fatal,QLD,"torres strait, yule entrance",tiger shark,Galeocerdo cuvier ,-9.4000,142.6667,No,coastal,,,-9.4000,142.6667,
341,1,11,1935,injured,QLD,innisfail (near),tiger shark,Galeocerdo cuvier ,-17.5333,146.0167,No,island open ocean,,,-17.5333,146.0167,
342,1,1,1936,uninjured,NSW,"bondi beach north, sydney",white shark,Carcharodon carcharias ,-33.8833,151.2667,No,coastal,,,-33.8833,151.2667,
343,1,1,1936,injured,WA,"depuch island, cossack creek, dampier",tiger shark,Galeocerdo cuvier ,-20.6667,117.1833,No,coastal,,,-20.6667,117.1833,
344,1,1,1936,fatal,SA,"west beach, adelaide",white shark,Carcharodon carcharias ,-34.9000,137.0000,No,coastal,,,-34.9000,137.0000,
345,1,2,1936,fatal,NSW,"manly, south steyne,  sydney",white shark,Carcharodon carcharias ,-33.7833,151.2833,No,coastal,,,-33.7833,151.2833,
346,1,2,1936,uninjured,QLD,brisbane river,bull shark,Carcharhinus leucas,-27.4333,153.0833,No,river,,,-27.4333,153.0833,
347,1,3,1936,injured,QLD,cape direction,tiger shark,Galeocerdo cuvier ,-12.7833,143.6000,No,island open ocean,,,-12.7833,143.6000,
348,1,3,1936,injured,QLD,forbes island,whaler shark,Carcharhinidae,-12.1667,143.3833,No,river,,,-12.1667,143.3833,
349,1,4,1936,injured,QLD,"arlington reef, green island",tiger shark,Galeocerdo cuvier ,-16.7000,146.0500,No,Ocean/pelagic,,,-16.7000,146.0500,
350,1,5,1936,injured,QLD,mackay reef (area),,,-20.8167,149.4833,No,coastal,,,-20.8167,149.4833,
351,1,6,1936,fatal,QLD,"torres strait, nepean island ",tiger shark,Galeocerdo cuvier ,-10.6000,142.2167,No,island open ocean,,,-10.6000,142.2167,
352,1,7,1936,injured,QLD,mackay (reef area),tiger shark,Galeocerdo cuvier ,-20.8167,149.4833,No,coastal,,,-20.8167,149.4833,
353,1,8,1936,injured,QLD,"torres strait, mabuiag island",whaler shark,Carcharhinidae,-9.9500,142.1833,No,island open ocean,,,-9.9500,142.1833,
354,1,11,1936,injured,WA,rottnest island,wobbegong,Orectolobidae,-31.9833,115.5333,No,island open ocean,,,-31.9833,115.5333,
355,1,11,1936,injured,NSW,"botany bay, brighton-le-sands",wobbegong,Orectolobidae,-33.9500,151.1500,No,coastal,,,-33.9500,151.1500,
356,1,12,1936,fatal,NSW,"throsby creek, newcastle",bull shark,Carcharhinus leucas,-32.9000,151.7500,No,estuary/harbour,,,-32.9000,151.7500,
357,1,1,1937,injured,QLD,torres strait,tiger shark,Galeocerdo cuvier ,-10.5833,142.2167,No,island open ocean,,,-10.5833,142.2167,
358,1,2,1937,fatal,NSW,"bar beach, newcastle",white shark,Carcharodon carcharias ,-32.9333,151.7500,No,coastal,,,-32.9333,151.7500,
359,1,2,1937,injured,NSW,smoky cape lighthouse,wobbegong,Orectolobidae,-30.9167,153.0833,No,coastal,,,-30.9167,153.0833,
360,1,5,1937,fatal,QLD,"townsville, ross creek",bull shark,Carcharhinus leucas,-19.4500,146.6000,No,estuary/harbour,,,-19.4500,146.6000,
361,1,8,1937,injured,QLD,"torres strait, mabuiag island",tiger shark,Galeocerdo cuvier ,-9.9500,142.1833,No,island open ocean,,,-9.9500,142.1833,
362,1,10,1937,injured,NSW,byron bay beach,white shark,Carcharodon carcharias ,-28.6333,153.6167,No,coastal,,,-28.6333,153.6167,
363,1,10,1937,fatal,QLD,"kirra beach, coolangatta",tiger shark,Galeocerdo cuvier ,-28.1667,153.5167,No,coastal,,,-28.1667,153.5167,
364,1,10,1937,fatal,QLD,"kirra beach, coolangatta",tiger shark,Galeocerdo cuvier ,-28.1667,153.5167,No,coastal,,,-28.1667,153.5167,
365,1,11,1937,injured,QLD,"fitzroy river, rockhampton",bull shark,Carcharhinus leucas,-23.3833,150.5167,No,river,,,-23.3833,150.5167,
366,1,11,1937,injured,QLD,hinchinbrook channel,tiger shark,Galeocerdo cuvier ,-18.5333,146.2333,No,island open ocean,,,-18.5333,146.2333,
367,1,1,1938,injured,QLD,brook island nr townsville,tiger shark,Galeocerdo cuvier ,-18.1333,146.2500,No,island open ocean,,,-18.1333,146.2500,
368,1,1,1938,injured,NSW,"lady martins beach, sydney harbour",bull shark,Carcharhinus leucas,-33.8500,151.2500,No,estuary/harbour,,,-33.8500,151.2500,
369,1,1,1938,uninjured,NSW,"cronulla beach, sydney",white shark,Carcharodon carcharias ,-34.0333,151.1500,No,coastal,,,-34.0333,151.1500,
